date,price
2024-12-03,4.282602439177346e-05
2024-12-04,4.1784808537791175e-05
2024-12-05,4.2022172599496936e-05
2024-12-06,4.284275814348006e-05
2024-12-07,4.2958005598282876e-05
2024-12-08,4.6829681536961986e-05
2024-12-09,4.597890908840088e-05
2024-12-10,3.9169794245500224e-05
2024-12-11,3.5813377346962194e-05
2024-12-12,3.929987249766939e-05
2024-12-13,3.792982512027304e-05
2024-12-14,3.865542465136718e-05
2024-12-15,3.6461044145050824e-05
2024-12-16,3.680260151095401e-05
2024-12-17,3.697904472548944e-05
2024-12-18,3.575585355589545e-05
2024-12-19,3.112705570003833e-05
2024-12-20,2.9492433934148296e-05
2024-12-21,3.346841139442798e-05
2024-12-22,2.9992733247688794e-05
2024-12-23,3.120883060344286e-05
2024-12-24,3.235671953967362e-05
2024-12-25,3.349773447407182e-05
2024-12-26,3.287863133585287e-05
2024-12-27,3.0369230100434827e-05
2024-12-28,3.191763527325445e-05
2024-12-29,3.2724601272407996e-05
2024-12-30,3.083950412382928e-05
2024-12-31,3.0946844777868343e-05
2025-01-01,3.062734287681443e-05
2025-01-02,2.9655032711610296e-05
2025-01-03,3.180108791620179e-05
2025-01-04,3.575553189754248e-05
2025-01-05,3.563093371642847e-05
2025-01-06,3.437329307717867e-05
2025-01-07,3.51281476106659e-05
2025-01-08,3.091485651992662e-05
2025-01-09,2.878642288902843e-05
2025-01-10,2.7201286708843305e-05
2025-01-11,2.7621512731055755e-05
2025-01-12,2.8111183356900222e-05
2025-01-13,2.7472095615729673e-05
2025-01-14,2.6249586126291835e-05
2025-01-15,2.7302597717168783e-05
2025-01-16,2.9252167191598938e-05
2025-01-17,2.840786596857519e-05
2025-01-18,3.353379132285315e-05
2025-01-19,3.37313537477133e-05
2025-01-20,3.246340967280669e-05
2025-01-21,3.0095375123276404e-05
2025-01-22,3.2946189814062416e-05
2025-01-23,3.1957421404744e-05
2025-01-24,3.1386469864987366e-05
2025-01-25,2.9658479038418006e-05
2025-01-26,2.933431979505978e-05
2025-01-27,2.7281633752980787e-05
2025-01-28,2.613232600986694e-05
2025-01-29,2.29876591423517e-05
2025-01-30,2.433923363496613e-05
2025-01-31,2.4918649600456126e-05
2025-02-01,2.4804145787822148e-05
2025-02-02,2.2049519608731576e-05
2025-02-03,1.919262280473831e-05
2025-02-04,1.9973820931223296e-05
2025-02-05,1.8410193413630237e-05
2025-02-06,1.7624069857109178e-05
2025-02-07,1.670958439543448e-05
2025-02-08,1.66794841090568e-05
2025-02-09,1.776962215586975e-05
2025-02-10,1.727365807906146e-05
2025-02-11,1.749961797792201e-05
2025-02-12,1.762697442560336e-05
2025-02-13,1.8226737796619563e-05
2025-02-14,1.7515724296216435e-05
2025-02-15,1.858286684532165e-05
2025-02-16,1.8007506742248846e-05
2025-02-17,1.742781230504133e-05
2025-02-18,1.6715099691760853e-05
2025-02-19,1.5430513711510423e-05
2025-02-20,1.5625081311781913e-05
2025-02-21,1.6057992378801153e-05
2025-02-22,1.5473333551025778e-05
2025-02-23,1.6155616605299958e-05
2025-02-24,1.5763402251732044e-05
2025-02-25,1.3134286020540067e-05
2025-02-26,1.3411767602447483e-05
2025-02-27,1.3353704681985669e-05
2025-02-28,1.3173497045066724e-05
2025-03-01,1.3643206194801825e-05
2025-03-02,1.3549114120914416e-05
2025-03-03,1.554111508857525e-05
2025-03-04,1.246734911495036e-05
2025-03-05,1.1972716336313227e-05
2025-03-06,1.2316361304837125e-05
2025-03-07,1.2058702068602842e-05
2025-03-08,1.2017952607278004e-05
2025-03-09,1.168060621179795e-05
2025-03-10,1.0127184991639288e-05
2025-03-11,9.781163905765842e-06
2025-03-12,1.041294698233156e-05
2025-03-13,1.070410243214919e-05
2025-03-14,1.041042265040845e-05
2025-03-15,1.090746793786744e-05
2025-03-16,1.1039447454174111e-05
2025-03-17,1.039806890330797e-05
2025-03-18,1.1085209605025847e-05
2025-03-19,1.0837408715329523e-05
2025-03-20,1.1914153620249708e-05
2025-03-21,1.1661731054415584e-05
2025-03-22,1.1878762710052446e-05
2025-03-23,1.2078895843449236e-05
2025-03-24,1.3893422483361244e-05
2025-03-25,1.4069939601949772e-05
2025-03-26,1.4032469438093748e-05
2025-03-27,1.3919847762942727e-05
2025-03-28,1.3623472534803294e-05
2025-03-29,1.2257452521121457e-05
2025-03-30,1.1334305885063918e-05
2025-03-31,1.1191829936478694e-05
2025-04-01,1.1271508341965667e-05
2025-04-02,1.2503668998397626e-05
2025-04-03,1.1094934339796739e-05
2025-04-04,1.094135892972276e-05
2025-04-05,1.137389929408349e-05
2025-04-06,1.1149487229084453e-05
2025-04-07,9.821857988661053e-06
2025-04-08,1.0170865906106963e-05
2025-04-09,9.502251551174979e-06
2025-04-10,1.1089295984009481e-05
2025-04-11,1.0651056639658406e-05
2025-04-12,1.2584408080749575e-05
2025-04-13,1.3915881432207922e-05
2025-04-14,1.260007032334763e-05
2025-04-15,1.279221159032896e-05
2025-04-16,1.175273369436383e-05
2025-04-17,1.1768608304317526e-05
2025-04-18,1.1788999650354684e-05
2025-04-19,1.1913796544792879e-05
2025-04-20,1.2441051778429097e-05
2025-04-21,1.2262563083764783e-05
2025-04-22,1.2306589013064702e-05
2025-04-23,1.5196596006360682e-05
2025-04-24,1.4920541219086487e-05
2025-04-25,1.5572932698985302e-05
2025-04-26,1.9872462767805022e-05
2025-04-27,1.8468451802977e-05
2025-04-28,1.8622261958503326e-05
2025-04-29,2.0392604016834644e-05
2025-04-30,2.0323212975995765e-05
2025-05-01,1.9585984554434687e-05
2025-05-02,1.871996945301702e-05
2025-05-03,1.870914717995484e-05
2025-05-04,1.6775189179841383e-05
2025-05-05,1.6441850909593245e-05
2025-05-06,1.7036806891424886e-05
2025-05-07,1.6846642839591174e-05
2025-05-08,1.693720699330992e-05
2025-05-09,1.978882880632931e-05
2025-05-10,2.1665302924613416e-05
2025-05-11,2.3845050841858582e-05
2025-05-12,2.224961757445087e-05
2025-05-13,2.2758776540268443e-05
2025-05-14,2.3413888297699033e-05
2025-05-15,2.2438788327414084e-05
2025-05-16,2.084443587732241e-05
2025-05-16,2.1348232692146045e-05
