date,price
2024-11-21,1.8813828136944424e-05
2024-11-22,2.0797492222702153e-05
2024-11-23,2.0536919444193624e-05
2024-11-24,2.046664323069607e-05
2024-11-25,2.0219347729098947e-05
2024-11-26,1.9024270903010652e-05
2024-11-27,1.8210691116914078e-05
2024-11-28,1.9813695867866535e-05
2024-11-29,1.984273248157869e-05
2024-11-30,2.0513765906052883e-05
2024-12-01,2.027127219228258e-05
2024-12-02,2.2345819121230338e-05
2024-12-03,2.043609408432045e-05
2024-12-04,2.0417907511969304e-05
2024-12-05,2.1638783758993888e-05
2024-12-06,2.138243491609198e-05
2024-12-07,2.1679161493282092e-05
2024-12-08,2.5125873666229925e-05
2024-12-09,2.642811397345637e-05
2024-12-10,2.613899843051141e-05
2024-12-11,2.3566995297035027e-05
2024-12-12,2.5162499995259704e-05
2024-12-13,2.3665820022768125e-05
2024-12-14,2.4713862617309938e-05
2024-12-15,2.3288429961011904e-05
2024-12-16,2.4214721944458092e-05
2024-12-17,2.355132172156122e-05
2024-12-18,2.2350219423195587e-05
2024-12-19,1.9433899313554014e-05
2024-12-20,1.720665407872913e-05
2024-12-21,1.7678590358028538e-05
2024-12-22,1.7392859939590716e-05
2024-12-23,1.7802460058475917e-05
2024-12-24,1.8450588373303923e-05
2024-12-25,1.930231182869555e-05
2024-12-26,1.852344664269997e-05
2024-12-27,1.736512721920458e-05
2024-12-28,1.783550075640512e-05
2024-12-29,1.8729594313798705e-05
2024-12-30,1.7877963636739203e-05
2024-12-31,1.8311366300901057e-05
2025-01-01,1.997698908703727e-05
2025-01-02,1.938016315694583e-05
2025-01-03,2.0467303239204464e-05
2025-01-04,2.152509122613592e-05
2025-01-05,2.1164860861183834e-05
2025-01-06,2.0719474730728245e-05
2025-01-07,2.0751656693245584e-05
2025-01-08,1.86501292212317e-05
2025-01-09,1.7829439719592242e-05
2025-01-10,1.7021548857752137e-05
2025-01-11,1.765769586337732e-05
2025-01-12,1.8027984184878995e-05
2025-01-13,1.773030043971073e-05
2025-01-14,1.6855919416367076e-05
2025-01-15,1.7467078103145693e-05
2025-01-16,1.9159418949253918e-05
2025-01-17,1.8140238822151436e-05
2025-01-18,2.03437945746625e-05
2025-01-19,1.8395960711158683e-05
2025-01-20,1.609411980358594e-05
2025-01-21,1.57257770427359e-05
2025-01-22,1.5925371360452962e-05
2025-01-23,1.5135153532029533e-05
2025-01-24,1.532574142455456e-05
2025-01-25,1.4908692620729401e-05
2025-01-26,1.5065270640437159e-05
2025-01-27,1.4043575930746778e-05
2025-01-28,1.306711832990788e-05
2025-01-29,1.1452991433707353e-05
2025-01-30,1.2449345435291576e-05
2025-01-31,1.2949807531281372e-05
2025-02-01,1.3854851295711588e-05
2025-02-02,1.2258940990010952e-05
2025-02-03,1.0760396881412251e-05
2025-02-04,1.1007759265605876e-05
2025-02-05,1.0197537975988343e-05
2025-02-06,1.0015449818880977e-05
2025-02-07,9.225827740726787e-06
2025-02-08,8.924641450704017e-06
2025-02-09,9.596297153325139e-06
2025-02-10,9.565223419761853e-06
2025-02-11,9.575350531750714e-06
2025-02-12,9.576885918592412e-06
2025-02-13,1.0067323396116898e-05
2025-02-14,9.68881630277186e-06
2025-02-15,1.0258800795226853e-05
2025-02-16,9.930147063410208e-06
2025-02-17,9.675775722131053e-06
2025-02-18,1.0125557843572041e-05
2025-02-19,9.24340061600097e-06
2025-02-20,9.35041819583723e-06
2025-02-21,9.646776818017512e-06
2025-02-22,9.109422651158587e-06
2025-02-23,9.637858478068004e-06
2025-02-24,9.368960514063803e-06
2025-02-25,7.869360985077898e-06
2025-02-26,8.241409099300332e-06
2025-02-27,8.290925717677615e-06
2025-02-28,8.215808716001352e-06
2025-03-01,7.912161254834238e-06
2025-03-02,7.587406866726591e-06
2025-03-03,8.809667019135499e-06
2025-03-04,7.220139107719918e-06
2025-03-05,6.993281049870955e-06
2025-03-06,7.080489729513542e-06
2025-03-07,6.84477636683213e-06
2025-03-08,6.977135210639283e-06
2025-03-09,6.665449809895258e-06
2025-03-10,5.857004408429998e-06
2025-03-11,5.7578438493628235e-06
2025-03-12,6.33497578699499e-06
2025-03-13,6.939394327617562e-06
2025-03-14,6.6986609398856236e-06
2025-03-15,7.0634120216730535e-06
2025-03-16,7.1405027055909e-06
2025-03-17,6.5862413403129306e-06
2025-03-18,7.378126864392784e-06
2025-03-19,7.2298944392085224e-06
2025-03-20,7.4894094314064325e-06
2025-03-21,7.628717285175099e-06
2025-03-22,7.190189076943103e-06
2025-03-23,7.0506273216984034e-06
2025-03-24,7.3139284881100164e-06
2025-03-25,7.949523579226839e-06
2025-03-26,8.03171015638393e-06
2025-03-27,8.52431084847279e-06
2025-03-28,8.451065972893937e-06
2025-03-29,7.782141463988082e-06
2025-03-30,7.239926642779728e-06
2025-03-31,6.9349813736562275e-06
2025-04-01,7.2106186643013735e-06
2025-04-02,7.722392071539077e-06
2025-04-03,7.077014133276089e-06
2025-04-04,6.702687449588117e-06
2025-04-05,7.221138409497176e-06
2025-04-06,7.074002217804275e-06
2025-04-07,6.317590000514003e-06
2025-04-08,6.4360737788117215e-06
2025-04-09,6.0103152912968134e-06
2025-04-10,6.954526154776062e-06
2025-04-11,6.7313217679136175e-06
2025-04-12,6.925559975222137e-06
2025-04-13,7.4433543729371545e-06
2025-04-14,7.262973258938283e-06
2025-04-15,7.325866533673405e-06
2025-04-16,6.97833616769734e-06
2025-04-17,7.146456606291687e-06
2025-04-18,7.236807944339438e-06
2025-04-19,7.302945184709918e-06
2025-04-20,7.515338327178189e-06
2025-04-21,7.519203705286957e-06
2025-04-22,7.731800589504558e-06
2025-04-23,8.800353966218334e-06
2025-04-24,8.809429336552883e-06
2025-04-25,8.770468280132884e-06
2025-04-26,9.060804381593475e-06
2025-04-27,9.169990893484556e-06
2025-04-28,8.779255488412477e-06
2025-04-29,8.94668713957903e-06
2025-04-30,8.851222456885116e-06
2025-05-01,8.892586977167061e-06
2025-05-02,8.707403093064864e-06
2025-05-03,8.682962406242847e-06
2025-05-04,8.209151106508903e-06
2025-05-05,8.088386357958162e-06
2025-05-06,7.941833090187724e-06
2025-05-07,8.002059288100963e-06
2025-05-08,8.250327865252297e-06
2025-05-09,1.1098581111114421e-05
2025-05-10,1.2283690492637594e-05
2025-05-11,1.3805902447463177e-05
2025-05-12,1.3598741995179948e-05
2025-05-13,1.3648721304668821e-05
2025-05-14,1.4541240524736133e-05
2025-05-15,1.3905136351394903e-05
2025-05-16,1.2964881709555024e-05
2025-05-16,1.3512190838413935e-05
